assay,cellType,dataSubtype,dataType,diagnosis,individualID,organ,platform,sex,species,specimenID,tissue,experimentalCondition,experimentalTimePoint,genePerturbationTechnology,genePerturbationType,genePerturbed,modelSystem,timePointUnit,transplantationDonorSpecies,transplantationDonorTissue,transplantationRecipientTissue,transplantationType,compoundDoseUnit,compoundName,drugScreenType,secondCompoundName,consortium,fileFormat,fundingAgency,resourceType,libraryPrep,readLength,readPairOrientation,readStrandOrigin,runType,nf1Genotype,nf2Genotype,study,id,name,createdOn,createdBy,etag,type,currentVersion,parentId,benefactorId,projectId,modifiedOn,modifiedBy,dataFileHandleId,studyId,studyName,readPair,tumorType,path
MudPIT,NA,raw,proteomics,Neurofibromatosis type 1,NA,skin,nanoESI-LTQ-Orbitrap XL,NA,Homo sapiens,NA,primary tumor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raw,CTF,experimentalData,NA,NA,NA,NA,NA,-/-,unknown,NA,syn7226455,NF_Set3_0500_07Aug2015.RAW,1473719732271,3345394,57ec7491-e4f4-4882-a71f-155284e99891,file,1,syn7225549,syn4984617,syn4984604,1651536240347,3434950,13122393,syn4984604,Cutaneous Neurofibroma Data Resource,NA,,Cutaneous Neurofibroma Data Resource/Data/Proteomics/RAW MS Files/NF_Set3_0500_07Aug2015.RAW
MudPIT,NA,raw,proteomics,Neurofibromatosis type 1,NA,skin,nanoESI-LTQ-Orbitrap XL,NA,Homo sapiens,NA,primary tumor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raw,CTF,experimentalData,NA,NA,NA,NA,NA,-/-,unknown,NA,syn7226457,NF_Set3_0750_07Aug2015.RAW,1473719796061,3345394,4c129de8-79df-41bd-9e25-d56afa89a3db,file,1,syn7225549,syn4984617,syn4984604,1651536240556,3434950,13122402,syn4984604,Cutaneous Neurofibroma Data Resource,NA,,Cutaneous Neurofibroma Data Resource/Data/Proteomics/RAW MS Files/NF_Set3_0750_07Aug2015.RAW
MudPIT,NA,raw,proteomics,Neurofibromatosis type 1,NA,skin,nanoESI-LTQ-Orbitrap XL,NA,Homo sapiens,NA,primary tumor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raw,CTF,experimentalData,NA,NA,NA,NA,NA,-/-,unknown,NA,syn7226458,NF_Set3_1000_07Aug2015.RAW,1473719861700,3345394,c9e280aa-21fa-4903-8948-48bb9333b2dc,file,1,syn7225549,syn4984617,syn4984604,1651536240775,3434950,13122403,syn4984604,Cutaneous Neurofibroma Data Resource,NA,,Cutaneous Neurofibroma Data Resource/Data/Proteomics/RAW MS Files/NF_Set3_1000_07Aug2015.RAW
MudPIT,NA,raw,proteomics,Neurofibromatosis type 1,NA,skin,nanoESI-LTQ-Orbitrap XL,NA,Homo sapiens,NA,primary tumor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raw,CTF,experimentalData,NA,NA,NA,NA,NA,-/-,unknown,NA,syn7226459,NF_Set4_0025_08Aug2015.RAW,1473719996847,3345394,a32a93ca-2f37-4cb3-acbc-a33b127d1c83,file,1,syn7225549,syn4984617,syn4984604,1651536240999,3434950,13122405,syn4984604,Cutaneous Neurofibroma Data Resource,NA,,Cutaneous Neurofibroma Data Resource/Data/Proteomics/RAW MS Files/NF_Set4_0025_08Aug2015.RAW
MudPIT,NA,raw,proteomics,Neurofibromatosis type 1,NA,skin,nanoESI-LTQ-Orbitrap XL,NA,Homo sapiens,NA,primary tumor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raw,CTF,experimentalData,NA,NA,NA,NA,NA,-/-,unknown,NA,syn7226460,NF_Set4_0050_08Aug2015.RAW,1473720066686,3345394,6f6852a9-9026-4239-890c-4b702fd6b1fa,file,1,syn7225549,syn4984617,syn4984604,1651536241209,3434950,13122407,syn4984604,Cutaneous Neurofibroma Data Resource,NA,,Cutaneous Neurofibroma Data Resource/Data/Proteomics/RAW MS Files/NF_Set4_0050_08Aug2015.RAW
MudPIT,NA,raw,proteomics,Neurofibromatosis type 1,NA,skin,nanoESI-LTQ-Orbitrap XL,NA,Homo sapiens,NA,primary tumor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raw,CTF,experimentalData,NA,NA,NA,NA,NA,-/-,unknown,NA,syn7226461,NF_Set4_0075_08Aug2015.RAW,1473720128877,3345394,10f494ec-0a67-4788-9f2b-587295404336,file,1,syn7225549,syn4984617,syn4984604,1651536241429,3434950,13122416,syn4984604,Cutaneous Neurofibroma Data Resource,NA,,Cutaneous Neurofibroma Data Resource/Data/Proteomics/RAW MS Files/NF_Set4_0075_08Aug2015.RAW
MudPIT,NA,raw,proteomics,Neurofibromatosis type 1,NA,skin,nanoESI-LTQ-Orbitrap XL,NA,Homo sapiens,NA,primary tumor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raw,CTF,experimentalData,NA,NA,NA,NA,NA,-/-,unknown,NA,syn7226462,NF_Set4_0100_08Aug2015.RAW,1473720199667,3345394,83c9df72-4c9b-42cb-ac02-fb2b4e1ff219,file,1,syn7225549,syn4984617,syn4984604,1651536241632,3434950,13122417,syn4984604,Cutaneous Neurofibroma Data Resource,NA,,Cutaneous Neurofibroma Data Resource/Data/Proteomics/RAW MS Files/NF_Set4_0100_08Aug2015.RAW
MudPIT,NA,raw,proteomics,Neurofibromatosis type 1,NA,skin,nanoESI-LTQ-Orbitrap XL,NA,Homo sapiens,NA,primary tumor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raw,CTF,experimentalData,NA,NA,NA,NA,NA,-/-,unknown,NA,syn7226463,NF_Set4_0150_08Aug2015.RAW,1473720272297,3345394,f91f5b6b-db25-4af3-9b03-a8bc20898040,file,1,syn7225549,syn4984617,syn4984604,1651536241863,3434950,13122418,syn4984604,Cutaneous Neurofibroma Data Resource,NA,,Cutaneous Neurofibroma Data Resource/Data/Proteomics/RAW MS Files/NF_Set4_0150_08Aug2015.RAW
MudPIT,NA,raw,proteomics,Neurofibromatosis type 1,NA,skin,nanoESI-LTQ-Orbitrap XL,NA,Homo sapiens,NA,primary tumor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raw,CTF,experimentalData,NA,NA,NA,NA,NA,-/-,unknown,NA,syn7226464,NF_Set4_0200_08Aug2015.RAW,1473720370995,3345394,dde9b29c-e163-4ed9-8e49-b07e2f342891,file,1,syn7225549,syn4984617,syn4984604,1651536242070,3434950,13122424,syn4984604,Cutaneous Neurofibroma Data Resource,NA,,Cutaneous Neurofibroma Data Resource/Data/Proteomics/RAW MS Files/NF_Set4_0200_08Aug2015.RAW
MudPIT,NA,raw,proteomics,Neurofibromatosis type 1,NA,skin,nanoESI-LTQ-Orbitrap XL,NA,Homo sapiens,NA,primary tumor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raw,CTF,experimentalData,NA,NA,NA,NA,NA,-/-,unknown,NA,syn7226465,NF_Set4_0250_08Aug2015.RAW,1473720455032,3345394,d18776a8-57e9-45c0-bf63-4d274f852541,file,1,syn7225549,syn4984617,syn4984604,1651536242290,3434950,13122425,syn4984604,Cutaneous Neurofibroma Data Resource,NA,,Cutaneous Neurofibroma Data Resource/Data/Proteomics/RAW MS Files/NF_Set4_0250_08Aug2015.RAW
MudPIT,NA,raw,proteomics,Neurofibromatosis type 1,NA,skin,nanoESI-LTQ-Orbitrap XL,NA,Homo sapiens,NA,primary tumor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raw,CTF,experimentalData,NA,NA,NA,NA,NA,-/-,unknown,NA,syn7226466,NF_Set4_0300_08Aug2015.RAW,1473720527093,3345394,39fa7c66-8c5a-4f7f-854a-8a7cc1c5d14d,file,1,syn7225549,syn4984617,syn4984604,1651536242504,3434950,13122426,syn4984604,Cutaneous Neurofibroma Data Resource,NA,,Cutaneous Neurofibroma Data Resource/Data/Proteomics/RAW MS Files/NF_Set4_0300_08Aug2015.RAW
MudPIT,NA,raw,proteomics,Neurofibromatosis type 1,NA,skin,nanoESI-LTQ-Orbitrap XL,NA,Homo sapiens,NA,primary tumor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raw,CTF,experimentalData,NA,NA,NA,NA,NA,-/-,unknown,NA,syn7226468,NF_Set4_0500_08Aug2015.RAW,1473720601303,3345394,763aaac5-0a45-467a-85d3-fb069252041c,file,1,syn7225549,syn4984617,syn4984604,1651536242716,3434950,13122429,syn4984604,Cutaneous Neurofibroma Data Resource,NA,,Cutaneous Neurofibroma Data Resource/Data/Proteomics/RAW MS Files/NF_Set4_0500_08Aug2015.RAW
MudPIT,NA,raw,proteomics,Neurofibromatosis type 1,NA,skin,nanoESI-LTQ-Orbitrap XL,NA,Homo sapiens,NA,primary tumor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raw,CTF,experimentalData,NA,NA,NA,NA,NA,-/-,unknown,NA,syn7226471,NF_Set4_0750_08Aug2015.RAW,1473720673000,3345394,13f1924a-1969-47ea-ad47-1dd7278ab9fb,file,1,syn7225549,syn4984617,syn4984604,1651536242938,3434950,13122431,syn4984604,Cutaneous Neurofibroma Data Resource,NA,,Cutaneous Neurofibroma Data Resource/Data/Proteomics/RAW MS Files/NF_Set4_0750_08Aug2015.RAW
MudPIT,NA,raw,proteomics,Neurofibromatosis type 1,NA,skin,nanoESI-LTQ-Orbitrap XL,NA,Homo sapiens,NA,primary tumor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raw,CTF,experimentalData,NA,NA,NA,NA,NA,-/-,unknown,NA,syn7226473,NF_Set4_1000_08Aug2015.RAW,1473720740668,3345394,84aaf744-66d4-49b3-bd1c-7f855a6c602d,file,1,syn7225549,syn4984617,syn4984604,1651536243165,3434950,13122444,syn4984604,Cutaneous Neurofibroma Data Resource,NA,,Cutaneous Neurofibroma Data Resource/Data/Proteomics/RAW MS Files/NF_Set4_1000_08Aug2015.RAW
MudPIT,NA,raw,proteomics,Neurofibromatosis type 1,NA,skin,nanoESI-LTQ-Orbitrap XL,NA,Homo sapiens,NA,primary tumor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raw,CTF,experimentalData,NA,NA,NA,NA,NA,-/-,unknown,NA,syn7226476,NF_Set5_0025_11Aug2015.RAW,1473721057696,3345394,8aad7db7-bc70-4b2f-b1d4-42775970ec7b,file,1,syn7225549,syn4984617,syn4984604,1651536243376,3434950,13122451,syn4984604,Cutaneous Neurofibroma Data Resource,NA,,Cutaneous Neurofibroma Data Resource/Data/Proteomics/RAW MS Files/NF_Set5_0025_11Aug2015.RAW
MudPIT,NA,raw,proteomics,Neurofibromatosis type 1,NA,skin,nanoESI-LTQ-Orbitrap XL,NA,Homo sapiens,NA,primary tumor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raw,CTF,experimentalData,NA,NA,NA,NA,NA,-/-,unknown,NA,syn7226477,NF_Set5_0050_11Aug2015.RAW,1473721110373,3345394,391f83eb-46ec-4d3a-ac6a-9952c3f8c5b0,file,1,syn7225549,syn4984617,syn4984604,1651536243587,3434950,13122452,syn4984604,Cutaneous Neurofibroma Data Resource,NA,,Cutaneous Neurofibroma Data Resource/Data/Proteomics/RAW MS Files/NF_Set5_0050_11Aug2015.RAW
MudPIT,NA,raw,proteomics,Neurofibromatosis type 1,NA,skin,nanoESI-LTQ-Orbitrap XL,NA,Homo sapiens,NA,primary tumor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raw,CTF,experimentalData,NA,NA,NA,NA,NA,-/-,unknown,NA,syn7226478,NF_Set5_0075_11Aug2015.RAW,1473721155494,3345394,0ed9b1b5-a8d0-441a-89f8-0ae84a249556,file,1,syn7225549,syn4984617,syn4984604,1651536243821,3434950,13122453,syn4984604,Cutaneous Neurofibroma Data Resource,NA,,Cutaneous Neurofibroma Data Resource/Data/Proteomics/RAW MS Files/NF_Set5_0075_11Aug2015.RAW
MudPIT,NA,raw,proteomics,Neurofibromatosis type 1,NA,skin,nanoESI-LTQ-Orbitrap XL,NA,Homo sapiens,NA,primary tumor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raw,CTF,experimentalData,NA,NA,NA,NA,NA,-/-,unknown,NA,syn7226479,NF_Set5_0100_11Aug2015.RAW,1473721204010,3345394,d631582a-b9b8-456a-8f4a-020eda8c5d64,file,1,syn7225549,syn4984617,syn4984604,1651536244041,3434950,13122454,syn4984604,Cutaneous Neurofibroma Data Resource,NA,,Cutaneous Neurofibroma Data Resource/Data/Proteomics/RAW MS Files/NF_Set5_0100_11Aug2015.RAW
MudPIT,NA,raw,proteomics,Neurofibromatosis type 1,NA,skin,nanoESI-LTQ-Orbitrap XL,NA,Homo sapiens,NA,primary tumor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raw,CTF,experimentalData,NA,NA,NA,NA,NA,-/-,unknown,NA,syn7226480,NF_Set5_0150_11Aug2015.RAW,1473721250875,3345394,f0f78f18-3326-405b-aa7e-759b9d4bc8fa,file,1,syn7225549,syn4984617,syn4984604,1651536244274,3434950,13122455,syn4984604,Cutaneous Neurofibroma Data Resource,NA,,Cutaneous Neurofibroma Data Resource/Data/Proteomics/RAW MS Files/NF_Set5_0150_11Aug2015.RAW
MudPIT,NA,raw,proteomics,Neurofibromatosis type 1,NA,skin,nanoESI-LTQ-Orbitrap XL,NA,Homo sapiens,NA,primary tumor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raw,CTF,experimentalData,NA,NA,NA,NA,NA,-/-,unknown,NA,syn7226481,NF_Set5_0200_11Aug2015.RAW,1473721307304,3345394,228e285c-adfd-4074-9fa4-2b685f104f41,file,1,syn7225549,syn4984617,syn4984604,1651536244478,3434950,13122462,syn4984604,Cutaneous Neurofibroma Data Resource,NA,,Cutaneous Neurofibroma Data Resource/Data/Proteomics/RAW MS Files/NF_Set5_0200_11Aug2015.RAW
MudPIT,NA,raw,proteomics,Neurofibromatosis type 1,NA,skin,nanoESI-LTQ-Orbitrap XL,NA,Homo sapiens,NA,primary tumor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raw,CTF,experimentalData,NA,NA,NA,NA,NA,-/-,unknown,NA,syn7226483,NF_Set5_0250_11Aug2015.RAW,1473721378510,3345394,0d4f22ae-cfe4-4a12-b409-ae3458ba0d8a,file,1,syn7225549,syn4984617,syn4984604,1651536244693,3434950,13122465,syn4984604,Cutaneous Neurofibroma Data Resource,NA,,Cutaneous Neurofibroma Data Resource/Data/Proteomics/RAW MS Files/NF_Set5_0250_11Aug2015.RAW
MudPIT,NA,raw,proteomics,Neurofibromatosis type 1,NA,skin,nanoESI-LTQ-Orbitrap XL,NA,Homo sapiens,NA,primary tumor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raw,CTF,experimentalData,NA,NA,NA,NA,NA,-/-,unknown,NA,syn7226484,NF_Set5_0300_11Aug2015.RAW,1473721449389,3345394,2eaef8b7-cb40-4281-91eb-f0be0c47f80d,file,1,syn7225549,syn4984617,syn4984604,1651536244900,3434950,13122470,syn4984604,Cutaneous Neurofibroma Data Resource,NA,,Cutaneous Neurofibroma Data Resource/Data/Proteomics/RAW MS Files/NF_Set5_0300_11Aug2015.RAW
MudPIT,NA,raw,proteomics,Neurofibromatosis type 1,NA,skin,nanoESI-LTQ-Orbitrap XL,NA,Homo sapiens,NA,primary tumor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raw,CTF,experimentalData,NA,NA,NA,NA,NA,-/-,unknown,NA,syn7226485,NF_Set5_0500_11Aug2015.RAW,1473721519406,3345394,fdfedca8-a752-4eb8-adde-14dfe64338ba,file,1,syn7225549,syn4984617,syn4984604,1651536245116,3434950,13122473,syn4984604,Cutaneous Neurofibroma Data Resource,NA,,Cutaneous Neurofibroma Data Resource/Data/Proteomics/RAW MS Files/NF_Set5_0500_11Aug2015.RAW
MudPIT,NA,raw,proteomics,Neurofibromatosis type 1,NA,skin,nanoESI-LTQ-Orbitrap XL,NA,Homo sapiens,NA,primary tumor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raw,CTF,experimentalData,NA,NA,NA,NA,NA,-/-,unknown,NA,syn7226486,NF_Set5_0750_11Aug2015.RAW,1473721612044,3345394,318c4bb2-39de-4b41-8853-821760764d3f,file,1,syn7225549,syn4984617,syn4984604,1651536245332,3434950,13122478,syn4984604,Cutaneous Neurofibroma Data Resource,NA,,Cutaneous Neurofibroma Data Resource/Data/Proteomics/RAW MS Files/NF_Set5_0750_11Aug2015.RAW
MudPIT,NA,raw,proteomics,Neurofibromatosis type 1,NA,skin,nanoESI-LTQ-Orbitrap XL,NA,Homo sapiens,NA,primary tumor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raw,CTF,experimentalData,NA,NA,NA,NA,NA,-/-,unknown,NA,syn7226487,NF_Set5_1000_11Aug2015.RAW,1473721703410,3345394,6b3d95cc-2f99-45b6-ac83-adfe118c012d,file,1,syn7225549,syn4984617,syn4984604,1651536245545,3434950,13122485,syn4984604,Cutaneous Neurofibroma Data Resource,NA,,Cutaneous Neurofibroma Data Resource/Data/Proteomics/RAW MS Files/NF_Set5_1000_11Aug2015.RAW
MudPIT,NA,raw,proteomics,Neurofibromatosis type 1,NA,skin,nanoESI-LTQ-Orbitrap XL,NA,Homo sapiens,NA,primary tumor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raw,CTF,experimentalData,NA,NA,NA,NA,NA,-/-,unknown,NA,syn7226488,NF_Set6_0025_17Aug2015.RAW,1473721869166,3345394,26f1028f-c3e0-4a8d-ad4c-80f053bae49d,file,1,syn7225549,syn4984617,syn4984604,1651536245773,3434950,13122496,syn4984604,Cutaneous Neurofibroma Data Resource,NA,,Cutaneous Neurofibroma Data Resource/Data/Proteomics/RAW MS Files/NF_Set6_0025_17Aug2015.RAW
MudPIT,NA,raw,proteomics,Neurofibromatosis type 1,NA,skin,nanoESI-LTQ-Orbitrap XL,NA,Homo sapiens,NA,primary tumor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raw,CTF,experimentalData,NA,NA,NA,NA,NA,-/-,unknown,NA,syn7226490,NF_Set6_0050_17Aug2015.RAW,1473721942170,3345394,d3584d23-c2de-4e6d-975a-a3b271b390c9,file,1,syn7225549,syn4984617,syn4984604,1651536245982,3434950,13122523,syn4984604,Cutaneous Neurofibroma Data Resource,NA,,Cutaneous Neurofibroma Data Resource/Data/Proteomics/RAW MS Files/NF_Set6_0050_17Aug2015.RAW
MudPIT,NA,raw,proteomics,Neurofibromatosis type 1,NA,skin,nanoESI-LTQ-Orbitrap XL,NA,Homo sapiens,NA,primary tumor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raw,CTF,experimentalData,NA,NA,NA,NA,NA,-/-,unknown,NA,syn7226491,NF_Set6_0075_17Aug2015.RAW,1473722008863,3345394,8e76b9ed-8c06-4ba2-b174-8ca7f198b03b,file,1,syn7225549,syn4984617,syn4984604,1651536246206,3434950,13122526,syn4984604,Cutaneous Neurofibroma Data Resource,NA,,Cutaneous Neurofibroma Data Resource/Data/Proteomics/RAW MS Files/NF_Set6_0075_17Aug2015.RAW
MudPIT,NA,raw,proteomics,Neurofibromatosis type 1,NA,skin,nanoESI-LTQ-Orbitrap XL,NA,Homo sapiens,NA,primary tumor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raw,CTF,experimentalData,NA,NA,NA,NA,NA,-/-,unknown,NA,syn7226492,NF_Set6_0100_17Aug2015.RAW,1473722068265,3345394,6ddac165-30ae-45f7-9c53-2bde50883d6b,file,1,syn7225549,syn4984617,syn4984604,1651536246424,3434950,13122529,syn4984604,Cutaneous Neurofibroma Data Resource,NA,,Cutaneous Neurofibroma Data Resource/Data/Proteomics/RAW MS Files/NF_Set6_0100_17Aug2015.RAW
MudPIT,NA,raw,proteomics,Neurofibromatosis type 1,NA,skin,nanoESI-LTQ-Orbitrap XL,NA,Homo sapiens,NA,primary tumor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raw,CTF,experimentalData,NA,NA,NA,NA,NA,-/-,unknown,NA,syn7226493,NF_Set6_0150_17Aug2015.RAW,1473722122784,3345394,d655cdb2-81e0-4348-879a-9ecdcfd7503e,file,1,syn7225549,syn4984617,syn4984604,1651536246638,3434950,13122532,syn4984604,Cutaneous Neurofibroma Data Resource,NA,,Cutaneous Neurofibroma Data Resource/Data/Proteomics/RAW MS Files/NF_Set6_0150_17Aug2015.RAW
MudPIT,NA,raw,proteomics,Neurofibromatosis type 1,NA,skin,nanoESI-LTQ-Orbitrap XL,NA,Homo sapiens,NA,primary tumor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raw,CTF,experimentalData,NA,NA,NA,NA,NA,-/-,unknown,NA,syn7226494,NF_Set6_0200_17Aug2015.RAW,1473722180023,3345394,03eb7005-c7d8-48fa-b982-086a1431207a,file,1,syn7225549,syn4984617,syn4984604,1651536246866,3434950,13122535,syn4984604,Cutaneous Neurofibroma Data Resource,NA,,Cutaneous Neurofibroma Data Resource/Data/Proteomics/RAW MS Files/NF_Set6_0200_17Aug2015.RAW
MudPIT,NA,raw,proteomics,Neurofibromatosis type 1,NA,skin,nanoESI-LTQ-Orbitrap XL,NA,Homo sapiens,NA,primary tumor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raw,CTF,experimentalData,NA,NA,NA,NA,NA,-/-,unknown,NA,syn7226495,NF_Set6_0250_17Aug2015.RAW,1473722257094,3345394,f5e6decf-4bcb-4160-a2cf-705d5a48d779,file,1,syn7225549,syn4984617,syn4984604,1651536247077,3434950,13122536,syn4984604,Cutaneous Neurofibroma Data Resource,NA,,Cutaneous Neurofibroma Data Resource/Data/Proteomics/RAW MS Files/NF_Set6_0250_17Aug2015.RAW
MudPIT,NA,raw,proteomics,Neurofibromatosis type 1,NA,skin,nanoESI-LTQ-Orbitrap XL,NA,Homo sapiens,NA,primary tumor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raw,CTF,experimentalData,NA,NA,NA,NA,NA,-/-,unknown,NA,syn7226496,NF_Set6_0300_17Aug2015.RAW,1473722326842,3345394,fd960054-63e0-4456-83a3-c23649b676b9,file,1,syn7225549,syn4984617,syn4984604,1651536247298,3434950,13122537,syn4984604,Cutaneous Neurofibroma Data Resource,NA,,Cutaneous Neurofibroma Data Resource/Data/Proteomics/RAW MS Files/NF_Set6_0300_17Aug2015.RAW
MudPIT,NA,raw,proteomics,Neurofibromatosis type 1,NA,skin,nanoESI-LTQ-Orbitrap XL,NA,Homo sapiens,NA,primary tumor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raw,CTF,experimentalData,NA,NA,NA,NA,NA,-/-,unknown,NA,syn7226497,NF_Set6_0500_17Aug2015.RAW,1473722401449,3345394,023db1c3-3879-42c6-af3a-fa52b1c8d96e,file,1,syn7225549,syn4984617,syn4984604,1651536247509,3434950,13122538,syn4984604,Cutaneous Neurofibroma Data Resource,NA,,Cutaneous Neurofibroma Data Resource/Data/Proteomics/RAW MS Files/NF_Set6_0500_17Aug2015.RAW
MudPIT,NA,raw,proteomics,Neurofibromatosis type 1,NA,skin,nanoESI-LTQ-Orbitrap XL,NA,Homo sapiens,NA,primary tumor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raw,CTF,experimentalData,NA,NA,NA,NA,NA,-/-,unknown,NA,syn7226498,NF_Set6_0750_17Aug2015.RAW,1473722477137,3345394,ed6c047d-e565-4bd7-b037-809de81a954a,file,1,syn7225549,syn4984617,syn4984604,1651536247721,3434950,13122543,syn4984604,Cutaneous Neurofibroma Data Resource,NA,,Cutaneous Neurofibroma Data Resource/Data/Proteomics/RAW MS Files/NF_Set6_0750_17Aug2015.RAW
MudPIT,NA,raw,proteomics,Neurofibromatosis type 1,NA,skin,nanoESI-LTQ-Orbitrap XL,NA,Homo sapiens,NA,primary tumor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raw,CTF,experimentalData,NA,NA,NA,NA,NA,-/-,unknown,NA,syn7226499,NF_Set6_1000_17Aug2015.RAW,1473722552907,3345394,63a16df1-3526-4a34-a94a-4ad3071bcc9a,file,1,syn7225549,syn4984617,syn4984604,1651536247937,3434950,13122548,syn4984604,Cutaneous Neurofibroma Data Resource,NA,,Cutaneous Neurofibroma Data Resource/Data/Proteomics/RAW MS Files/NF_Set6_1000_17Aug2015.RAW
MudPIT,NA,raw,proteomics,Neurofibromatosis type 1,NA,skin,nanoESI-LTQ-Orbitrap XL,NA,Homo sapiens,NA,primary tumor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raw,CTF,experimentalData,NA,NA,NA,NA,NA,-/-,unknown,NA,syn7226500,NF_Set7_0025_19Aug2015.RAW,1473722727340,3345394,4895c048-8901-40da-82c2-f2d7b7626b4f,file,1,syn7225549,syn4984617,syn4984604,1651536248152,3434950,13122552,syn4984604,Cutaneous Neurofibroma Data Resource,NA,,Cutaneous Neurofibroma Data Resource/Data/Proteomics/RAW MS Files/NF_Set7_0025_19Aug2015.RAW
MudPIT,NA,raw,proteomics,Neurofibromatosis type 1,NA,skin,nanoESI-LTQ-Orbitrap XL,NA,Homo sapiens,NA,primary tumor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raw,CTF,experimentalData,NA,NA,NA,NA,NA,-/-,unknown,NA,syn7226501,NF_Set7_0050_19Aug2015.RAW,1473722791088,3345394,0f9602d9-0a9b-4f93-96ec-ba4e250df9cd,file,1,syn7225549,syn4984617,syn4984604,1651536248362,3434950,13122554,syn4984604,Cutaneous Neurofibroma Data Resource,NA,,Cutaneous Neurofibroma Data Resource/Data/Proteomics/RAW MS Files/NF_Set7_0050_19Aug2015.RAW
MudPIT,NA,raw,proteomics,Neurofibromatosis type 1,NA,skin,nanoESI-LTQ-Orbitrap XL,NA,Homo sapiens,NA,primary tumor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raw,CTF,experimentalData,NA,NA,NA,NA,NA,-/-,unknown,NA,syn7226502,NF_Set7_0075_19Aug2015.RAW,1473722857169,3345394,024617a8-9df0-4369-bc07-979d49ca7480,file,1,syn7225549,syn4984617,syn4984604,1651536248591,3434950,13122556,syn4984604,Cutaneous Neurofibroma Data Resource,NA,,Cutaneous Neurofibroma Data Resource/Data/Proteomics/RAW MS Files/NF_Set7_0075_19Aug2015.RAW
